Date;AAPL;AMZN;GM;GOOGL;MSFT;PG;WMT
2010-04-08;30.728455;140.96000700000002;;284.029022;24.548292;48.950733;45.621864
2010-04-09;30.964090000000002;140.059998;;283.393402;24.892885;49.08374;45.366489
2010-04-12;31.028129999999997;141.199997;;286.651642;24.876476;49.060272;45.325314
2010-04-13;31.046051000000002;140.16000400000001;;293.67868;24.983135;49.29501;45.078159
2010-04-14;31.463540999999996;144.279999;;294.7948;25.286715;49.44368;45.01226
2010-04-15;31.877174;145.820007;;297.947937;25.327732;49.29501;44.592113
2010-04-16;31.682522;142.169998;;275.350342;25.163635;49.177631;44.575634
2010-04-19;31.640259000000004;142.429993;;275.325317;25.467211;49.467152;44.806301
2010-04-20;31.322668;144.199997;;277.797791;25.729757;49.44368;44.913406
2010-04-21;33.196217;146.429993;;277.427429;25.705143;49.787964;44.872203999999996
2010-04-22;34.124657;150.08999599999999;;273.803802;25.754374;49.756664;44.888687
2010-04-23;34.683006;143.630005;;272.767761;25.401571;49.717537;44.921654
2010-04-26;34.512688;147.110001;;266.08609;25.524642999999998;50.030518;44.517971
2010-04-27;33.557342999999996;142.020004;;264.7948;25.311319;49.381084;44.517971
2010-04-28;33.500999;139.350006;;264.85986299999996;25.360548;49.808434000000005;44.163746
2010-04-29;34.402565;141.729996;;266.26626600000003;25.434395000000002;49.043606;44.237896
2010-04-30;33.435684;137.100006;;263.113098;25.056971;49.012074;44.188461
2010-05-03;34.109303000000004;137.490005;;265.565552;25.319526999999997;49.422081;44.270846999999996
2010-05-04;33.127056;129.830002;;253.438446;24.720582999999998;48.657253000000004;44.501499
2010-05-05;32.782565999999996;130.929993;;255.13513199999997;24.490864000000002;49.012074;45.119358
2010-05-06;31.53525;128.71000700000002;;249.584579;23.777055999999998;47.900307;43.850708000000004
2010-05-07;30.204687;124.980003;;246.816818;23.145294;47.553387;43.166958
2010-05-10;32.526443;131.28999299999998;;261.08609;23.744235999999997;49.217075;43.315231
2010-05-11;32.850441;130.46000700000002;;254.779785;23.695007;49.177647;43.216377
2010-05-12;33.563744;133.869995;;252.94795200000002;24.15447;49.690163;43.484013
2010-05-13;33.086067;131.470001;;255.695694;23.990374;49.477268;43.417725
2010-05-14;32.504669;128.529999;;254.019012;23.736031;49.311695;43.185711
2010-05-17;32.555901;128.91000400000001;;254.23924300000002;23.744235999999997;49.974014000000004;43.691151
2010-05-18;32.317703;126.279999;;249.434433;23.571165;49.839981;44.503161999999996
2010-05-19;31.802902000000003;124.589996;;247.46246299999999;23.274466;49.847862;43.948009000000006
2010-05-20;30.448002000000002;119.709999;;237.742737;22.343155;48.578403;42.506271000000005
2010-05-21;31.031966999999998;122.720001;;236.261261;22.120626;48.767635;42.564285
2010-05-24;31.600563;122.120003;;238.818817;21.650854000000002;48.412827;42.257713
2010-05-25;31.403349;124.860001;;238.773773;21.486015;48.136856;41.661125
2010-05-26;31.261191999999998;123.209999;;237.97297700000001;20.612406;47.655871999999995;41.445694
2010-05-27;32.444492;126.699997;;245.475479;21.428329;48.058002;42.009136
2010-05-28;32.896545;125.459999;;243.05806;21.263494;48.1684;41.893127
2010-06-01;33.402393;123.239998;;241.42642200000003;21.337677;48.223591;42.191425
2010-06-02;33.801941;126.309998;;246.931931;21.807444;48.680904;42.854294
2010-06-03;33.695648;128.759995;;253.05305499999997;22.137112;48.72821;42.854294
2010-06-04;32.778725;122.769997;;249.609604;21.255249;47.939732;41.760563
2010-06-07;32.135853000000004;122.010002;;243.003006;20.843166;47.797802000000004;42.042278
2010-06-08;31.929679999999998;118.839996;;242.632629;20.694822;48.9963;42.075424
2010-06-09;31.144659000000004;117.910004;;237.24725299999997;20.431089;48.468018;42.249424
2010-06-10;32.080795;123.209999;;243.74874900000003;20.604164;48.814941;42.440006
2010-06-11;32.46497;123.029999;;244.49449199999998;21.148111;48.105315999999995;42.141712
2010-06-14;32.563587;123.83000200000001;;241.836838;21.016249;48.294540000000005;42.45657
2010-06-15;33.256409000000005;126.839996;;249.24424700000003;21.906353;48.814941;42.787997999999995
2010-06-16;34.224537;126.900002;;250.88588;21.692062;48.247238;42.241135
2010-06-17;34.816196000000005;125.889999;;250.29028300000002;21.733267;48.696674;42.597439
2010-06-18;35.097935;125.83000200000001;;250.265259;21.790960000000002;48.333984;42.713425
2010-06-21;34.598488;122.550003;;244.524521;21.387117;48.176277;42.274281
2010-06-22;35.069748;122.309998;;243.36836200000002;21.238770000000002;47.876659000000004;41.992561
2010-06-23;34.700935;121.449997;;241.266266;20.859653;48.397040999999994;42.100285
2010-06-24;34.44865;118.33000200000001;;237.787781;20.604164;47.994926;41.453979
2010-06-25;34.154114;121.0;;236.576584;20.216806;47.143359999999994;40.43483
2010-06-28;34.359016;117.800003;;236.27627599999997;20.035486;47.797802000000004;41.072834
2010-06-29;32.805626000000004;108.610001;;227.357361;19.211317;47.561253;40.517677
2010-06-30;32.211422;109.260002;;222.69769300000002;18.964071;47.293182;39.829971
2010-07-01;31.820827;110.959999;;219.964966;19.087695999999998;46.946243;40.053672999999996
2010-07-02;31.623602;109.139999;;218.4935;19.17835;46.820087;39.771969
2010-07-06;31.840040000000002;110.059998;;218.25325;19.631645000000002;46.788548;40.244254999999995
2010-07-07;33.12579;113.43;;225.325333;20.027243;47.955498;40.534267
2010-07-08;33.051495;116.220001;;228.50851400000002;20.117905;48.846484999999994;40.749687
2010-07-09;33.247437;117.260002;;233.978973;20.002514;48.688782;40.956833
2010-07-12;32.949055;119.510002;;238.153152;20.464052;48.956863;41.528553
2010-07-13;32.245991;123.650002;;244.844849;20.7113;49.193428000000004;41.876556
2010-07-14;32.365097;123.300003;;245.915909;20.966795;49.406310999999995;41.719134999999994
2010-07-15;32.201176000000004;122.059998;;247.257263;21.024487;49.461502;41.768845
2010-07-16;32.002674;118.489998;;230.035034;20.513506;48.878021000000004;41.155689
2010-07-19;31.449453000000002;119.940002;;233.32331800000003;20.793716;48.775524;41.031406
2010-07-20;32.257515000000005;120.099998;;241.036041;20.999763;48.941105;42.158276
2010-07-21;32.55846;117.43;;238.98898300000002;20.703066;48.56126;41.719134999999994
2010-07-22;33.170601;120.07;;242.64764399999999;21.296463;48.767876;42.141712
2010-07-23;33.288418;118.870003;;245.27526899999998;21.271735999999997;49.196983;42.812851
2010-07-26;33.203896;118.400002;;244.72973599999997;21.510744;49.681717;42.365425
2010-07-27;33.8186;117.129997;;246.561554;21.560194;50.126728;42.22456
2010-07-28;33.419033;117.129997;;242.417419;21.387117;49.824753;42.365425
2010-07-29;33.05407;116.860001;;242.737732;21.453054;49.006271000000005;42.307419
2010-07-30;32.943928;117.889999;;242.667664;21.271735999999997;48.60099;42.415141999999996
2010-08-02;33.533015999999996;120.07;;245.45045499999998;21.700306;49.316185;42.597439
2010-08-03;33.543265999999996;122.41999799999999;;245.160156;21.560194;47.631508000000004;42.498005
2010-08-04;33.677727000000004;127.58000200000001;;253.413406;21.205801;47.321606;42.75486
2010-08-05;33.513809;127.83000200000001;;254.304306;20.9091;47.567947;42.771423
2010-08-06;33.307632;128.320007;;250.360367;21.057454999999997;47.695091;42.912292
2010-08-09;33.52021;128.830002;;252.927933;21.106899;47.981171;43.136016999999995
2010-08-10;33.220551;130.0;;252.10710099999997;20.661852;48.299023;43.268574
2010-08-11;32.039814;125.889999;;246.116119;20.488775;47.893741999999996;42.520996000000004
2010-08-12;32.244713;126.559998;;246.25125099999997;20.183838;47.671242;42.029278000000005
2010-08-13;31.90023;124.690002;;243.418411;20.109661;47.536167;42.004292
2010-08-16;31.713257000000002;126.07;;243.03804;20.192079999999997;47.496445;42.012619
2010-08-17;32.267765000000004;128.860001;;245.50550800000002;20.473791000000002;47.909645000000005;42.520996000000004
2010-08-18;32.408634;129.649994;;241.316315;20.564934;48.275185;42.387661
2010-08-19;32.000107;127.57;;234.219223;20.250073999999998;47.830177;41.720928
2010-08-20;31.969376;127.760002;;231.241241;20.076083999999998;47.663307;41.854259000000006
2010-08-23;31.477621000000003;126.599998;;232.267273;20.117507999999997;47.703033000000005;42.621016999999995
2010-08-24;30.725895;124.529999;;225.920914;19.918654999999998;47.409008;42.75436
2010-08-25;31.104952;126.849998;;227.53753700000001;19.968369;47.41695;42.962727
2010-08-26;30.770714;124.860001;;225.71571400000002;19.736368;47.313652000000005;42.479335999999996
2010-08-27;30.942331;126.639999;;229.644638;19.827509;47.520264000000005;42.504341
2010-08-30;31.055016;123.790001;;226.571579;19.587227;47.178558;42.129298999999996
2010-08-31;31.131849;124.83000200000001;;225.235229;19.446375;47.41695;41.78759
2010-09-01;32.057743;132.490005;;230.39540099999996;19.802647;47.520264000000005;42.671021
2010-09-02;32.293372999999995;135.21000700000002;;231.821823;19.835796;47.734825;43.137737
2010-09-03;33.13858;138.78999299999998;;235.38539100000003;20.125792999999998;47.909645000000005;43.371086
2010-09-07;33.015640000000005;137.220001;;232.43243399999997;19.852365;47.790451000000004;43.221077
2010-09-08;33.670033000000004;139.139999;;235.52552799999998;19.827509;47.973213;43.196075
2010-09-09;33.689246999999995;140.380005;;238.328323;19.893797;47.909645000000005;43.26273
2010-09-10;33.732796;142.440002;;238.308304;19.761221;47.997066;43.312752
2010-09-13;34.197655;145.070007;;241.376373;20.805214000000003;48.060638;43.512768
2010-09-14;34.328278000000005;145.75;;240.45546000000002;20.738932000000002;48.187771000000005;43.887809999999995
2010-09-15;34.604893;145.449997;;240.560562;20.813503;48.56126;44.054493
2010-09-16;35.418083;148.130005;;240.770767;20.987499;48.56126;44.296196
2010-09-17;35.264416;148.320007;;245.320328;20.896357000000002;48.450001;44.179508
2010-09-20;36.270973;151.300003;;254.394394;21.070354000000002;48.815559;44.621208
2010-09-21;36.340134;150.729996;;256.987;20.838358;48.887077000000005;44.646229
2010-09-22;36.849823;151.830002;;258.25827000000004;20.390932;49.101634999999995;44.854576
2010-09-23;36.999641;152.850006;;256.997009;20.241796;48.64867;44.712894
2010-09-24;37.435066;160.729996;;263.908905;20.531792000000003;48.98243;45.071265999999994
2010-09-27;37.286507;159.369995;;265.470459;20.490364000000003;48.505634;44.571213
2010-09-28;36.735847;159.699997;;263.848846;20.448935000000002;48.171867;44.854576
2010-09-29;36.801159000000006;158.990005;;264.1091;20.299791;47.877865;44.462868
2010-09-30;36.337563;157.059998;;263.158173;20.291504;47.655365;44.604546
2010-10-01;36.180054;153.71000700000002;;263.073059;20.200367;47.806343;44.471203
2010-10-04;35.683170000000004;155.389999;;261.43643199999997;19.810938;47.647403999999995;44.646229
2010-10-05;37.002213;160.869995;;269.38439900000003;20.175507;48.330811;45.004593
2010-10-06;37.034228999999996;155.399994;;267.44244399999997;20.241796;48.370544;45.471306
2010-10-07;37.038074;156.270004;;265.270264;20.324648;48.314915;45.304626
2010-10-08;37.659168;155.550003;;268.443451;20.357792;49.157249;45.346291
2010-10-11;37.824368;153.029999;;269.689697;20.374363;49.379761;45.512974
2010-10-12;38.231606;156.479996;;270.965973;20.573215;49.284397;44.937915999999994
2010-10-13;38.436496999999996;155.169998;;271.92193599999996;20.995783;49.769131;44.854576
2010-10-14;38.714401;155.529999;;270.735748;20.904644;49.904224;44.379532
2010-10-15;40.306206;164.639999;;301.026031;21.161501;49.872433;44.462868
2010-10-18;40.723690000000005;163.559998;;309.164154;21.393494;50.341286;44.804562
2010-10-19;39.633888;158.669998;;304.219208;20.796925;50.2062;44.437870000000004
2010-10-20;39.767075;158.669998;;304.294281;20.970928;50.744305;44.562874
2010-10-21;39.637726;164.970001;;306.3013;21.062069;50.856411;45.029590999999996
2010-10-22;39.375198;169.130005;;306.571564;21.028925;50.768314000000004;45.054592
2010-10-25;39.550652;169.0;;308.558563;20.8715;50.88044;44.962925
2010-10-26;39.449467;169.949997;;309.609619;21.459778;50.335903;45.471306
2010-10-27;39.421307;167.509995;;308.54354900000004;21.584057;50.512074;44.896236
2010-10-28;39.089607;166.83999599999999;;309.599609;21.774632;50.600159000000005;45.071265999999994
2010-10-29;38.544083;165.229996;;307.157166;22.097773;50.904453000000004;45.146271
2010-11-01;38.953876;162.580002;;307.8078;22.329773;50.944496;45.262951
2010-11-02;39.617237;164.610001;;308.108093;22.694336;51.264793;45.662975
2010-11-03;40.057774;168.470001;;310.400391;22.396055;51.497025;45.762997
2010-11-04;40.758266;168.929993;;312.447449;22.487202;52.049541;46.138042
2010-11-05;40.612286;170.770004;;312.852844;22.246916;52.049541;46.004696
2010-11-08;40.803093;171.990005;;313.6987;22.213767999999998;51.849358;45.762997
2010-11-09;40.477818;170.270004;;312.722717;22.329773;51.897403999999995;45.879681
2010-11-10;40.727528;173.330002;;311.75174;22.321486;51.705215;45.429642
2010-11-11;40.550812;170.369995;;308.9039;22.106057999999997;51.53706;45.287956
2010-11-12;39.446903000000006;165.679993;;301.94696;21.766346;51.513031;45.112942
2010-11-15;39.320133;158.899994;;298.03302;21.708347;51.481007;44.962925
2010-11-16;38.622192;157.779999;;292.152161;21.516609;50.808372;45.221275
2010-11-17;38.482605;158.350006;;292.067078;21.316534;50.664229999999996;44.812908
2010-11-18;39.498138;164.169998;29.276571;298.578583;21.541615;51.264793;44.987922999999995
2010-11-19;39.280429999999996;164.820007;29.336509999999997;295.710724;21.416573;51.288815;45.329613
2010-11-22;40.129494;170.389999;29.182384000000003;295.905914;21.449915;50.89645;45.321293
2010-11-23;39.536552;168.199997;28.471659000000002;291.796783;20.941387;50.135731;44.729553
2010-11-24;40.313889;177.25;28.668604;297.78277599999996;21.149803;50.127712;45.01292
2010-11-26;40.339508;177.199997;28.942622999999998;295.29528799999997;21.049758999999998;49.751366;44.787907000000004
2010-11-29;40.578987;179.490005;28.942622999999998;291.346344;21.099781;49.751366;44.879578
2010-11-30;39.846462;175.399994;29.285131;278.133148;21.058094;48.902546;45.079601000000004
2010-12-01;40.518791;176.550003;29.781779999999998;282.45745800000003;21.708347;49.767376;45.587978
2010-12-02;40.742908;176.529999;29.696147999999997;286.196198;22.416954;49.935524;45.62965
2010-12-03;40.651973999999996;175.679993;29.584840999999997;286.78677400000004;22.525328;49.911514000000004;45.521309
2010-12-06;40.999035;178.050003;29.524893;289.46948199999997;22.375270999999998;49.695313;45.412971
2010-12-07;40.75058;176.770004;29.696147999999997;293.863861;22.400282;49.767376;45.913016999999996
2010-12-08;41.109161;176.28999299999998;29.499208000000003;295.565552;22.700395999999998;50.151737;45.664120000000004
2010-12-09;40.949081;174.850006;28.891239000000002;296.046051;22.575348;50.343918;45.538418
2010-12-10;41.051525;175.619995;28.951179999999997;296.401398;22.792092999999998;50.608177000000005;45.488132
2010-12-13;41.19368;174.25;28.942622999999998;297.607605;22.71707;50.600159000000005;45.42947
2010-12-14;41.016949;173.940002;29.019671999999996;297.752747;23.025522;50.888443;45.630592
2010-12-15;41.025913;175.570007;28.779921999999996;295.44543500000003;23.217261999999998;50.960503;45.446239
2010-12-16;41.139889000000004;178.03999299999998;28.779921999999996;296.151154;23.333969;51.649165999999994;45.781441
2010-12-17;41.057934;177.580002;29.113878000000003;295.69570899999997;23.258944;51.897403999999995;45.59708
2010-12-20;41.262825;183.28999299999998;28.908367;297.82782000000003;23.183912;52.025513000000004;45.060741
2010-12-21;41.517672999999995;184.75;28.985435;301.836823;23.400663;51.945454;44.960182
2010-12-22;41.640614;184.759995;29.901654999999998;303.048035;23.500708;52.00951;44.675259000000004
2010-12-23;41.440841999999996;182.58999599999999;29.807479999999998;302.417419;23.592407;52.241737;44.918274
2010-12-27;41.579151;182.139999;29.627651;301.491486;23.400663;51.78529;44.893135
2010-12-28;41.680316999999995;181.08999599999999;30.244184000000004;299.759766;23.350645;51.857365;45.035591
2010-12-29;41.657269;183.369995;30.843588;300.800812;23.317297;51.569088;45.320534
2010-12-30;41.448524;182.75;31.528609999999997;299.729736;23.217261999999998;51.472992;45.312145
2010-12-31;41.307659;180.0;31.562865999999996;297.282288;23.267279000000002;51.513031;45.194817
2011-01-03;42.205372;184.220001;31.734127;302.47747799999996;23.325636;51.865364;45.722782
2011-01-04;42.42564;185.009995;32.453410999999996;301.361359;23.417341;52.00951;45.898769
2011-01-05;42.772678000000006;187.419998;32.59898;304.83984399999997;23.342314000000002;51.889396999999995;45.59708
2011-01-06;42.738106;185.860001;33.309703999999996;307.057068;24.025904;51.801303999999995;45.219971
2011-01-07;43.044174;185.490005;33.378204;308.528534;23.842505;51.649165999999994;45.320534
2011-01-10;43.854801;184.679993;33.018562;307.412415;23.525713;51.53706;45.027221999999995
2011-01-11;43.751068;184.33999599999999;33.181255;308.313324;23.43401;51.280815000000004;45.49651
2011-01-12;44.107085999999995;184.080002;33.069935;308.743744;23.800816;52.025513000000004;45.965809
2011-01-13;44.268444;185.529999;32.770237;308.653656;23.500708;52.43391;45.915535
2011-01-14;44.62701;188.75;32.7103;312.402405;23.592407;52.473949;45.932278000000004
2011-01-18;43.624294;191.25;32.56472;320.135132;23.892517;52.449923999999996;46.208843
2011-01-19;43.392506;186.869995;32.025257;316.191193;23.734126999999997;52.717746999999996;46.116653
2011-01-20;42.603642;181.96000700000002;31.836882;313.6987;23.63409;53.080760999999995;46.921169
2011-01-21;41.840389;177.419998;31.888252;306.221222;23.358988;53.169502;46.703274
2011-01-24;43.2145;176.850006;32.23077;305.845856;23.659094;53.709988;46.971436
2011-01-25;43.720352;176.699997;32.88155;310.26525899999996;23.717451;53.806801;47.985455
2011-01-26;44.034092;175.389999;32.444846999999996;308.558563;23.992559;53.330849;48.035740000000004
2011-01-27;43.952141;184.449997;33.112747;308.70370499999996;24.067589;51.773918;48.245243
2011-01-28;43.041607;171.139999;31.340231;300.79580699999997;23.133898000000002;51.790043;47.516166999999996
2011-01-31;43.453972;169.639999;31.24604;300.48046899999997;23.117222;50.926876;46.988205
2011-02-01;44.185204;172.110001;31.211782;305.825836;23.333969;50.757469;47.206084999999995
2011-02-02;44.094288;173.529999;30.552444;306.306305;23.292288;50.652611;46.812218
2011-02-03;43.981586;173.71000700000002;30.877836;305.38037099999997;23.050526;50.741341;46.862499
2011-02-04;44.373455;175.929993;31.331665;305.79580699999997;23.150572;51.314095;46.954693
2011-02-07;45.062424;176.429993;31.425853999999998;307.452454;23.509035;52.072388000000004;46.988205
2011-02-08;45.487595;183.059998;31.588564;309.49951200000004;23.575731;52.144997;47.247997
2011-02-09;45.866653;185.300003;31.177538000000002;308.558563;23.317297;51.943325;47.541306
2011-02-10;45.403076;186.21000700000002;30.723698;308.528534;22.925484;52.0966;46.585957
2011-02-11;45.698890999999996;189.25;31.211782;312.56256099999996;22.71707;52.217597999999995;46.66975
2011-02-14;45.997279999999996;190.419998;31.074783;314.389404;22.700395999999998;52.064323;45.923908000000004
2011-02-15;46.089484999999996;189.029999;30.920645;312.38739;22.608147;51.564167;46.049618
2011-02-16;46.503132;186.619995;31.468678000000004;312.42242400000003;22.658468;51.435103999999995;45.714405
2011-02-17;45.884586;187.759995;31.143282;312.942932;22.817799;51.628708;45.882011
2011-02-18;44.893390999999994;186.5;31.263154999999998;315.355347;22.692014999999998;51.870712;46.409973
2011-02-22;43.363049;180.419998;30.629507;305.4104;22.297874;51.685184;44.976936
2011-02-23;43.876579;176.679993;29.619085;305.965973;22.297874;51.749714000000004;44.440601
2011-02-24;43.90987;177.75;28.274708;304.714722;22.448818;50.862339;43.652859
2011-02-25;44.586033;177.240005;28.471659000000002;305.325317;22.264329999999998;50.692932;43.36792
2011-02-28;45.232760999999996;173.28999299999998;28.711418;307.007019;22.289494;50.862339;43.56068
2011-03-01;44.733311;169.440002;28.214771000000002;300.680695;21.937288;50.612266999999996;43.636089
2011-03-02;45.093159;172.020004;28.154829;300.69570899999997;21.870203;50.34605;43.552299
2011-03-03;46.045944;172.78999299999998;28.28327;305.085083;21.970831;50.458996;43.585812
2011-03-04;46.102287;171.669998;27.735246999999998;300.610596;21.76119;50.039516;43.636089
2011-03-07;45.508083;169.080002;27.144409000000003;296.126129;21.568314;49.781368;43.594193
2011-03-08;45.559307000000004;166.889999;28.017828;296.45144700000003;21.727642000000003;50.055645;43.946171
2011-03-09;45.137989000000005;169.050003;27.615365999999998;296.18118300000003;21.710869;50.015308000000005;44.44828
2011-03-10;44.395222;166.139999;26.90465;290.44043;21.308352;49.603901;44.431412
2011-03-11;45.076508000000004;168.070007;27.341354;288.643646;21.534767000000002;49.603901;44.380779
2011-03-14;45.27758;166.729996;27.050215;285.280273;21.54315;49.490955;44.15292
2011-03-15;44.236427;165.080002;27.700996000000004;285.065063;21.291574;48.934338000000004;43.933514
2011-03-16;42.261719;164.699997;27.212908000000002;278.828827;20.788437;48.184109;43.359660999999996
2011-03-17;42.854637;160.970001;26.921771999999997;280.96096800000004;20.780045;48.748791;43.351215
2011-03-18;42.346233000000005;161.820007;27.272852;280.81082200000003;20.796822;48.885929;43.477802000000004
2011-03-21;43.451412;164.520004;26.784761;288.538544;21.241264;49.450623;43.815360999999996
2011-03-22;43.694733;162.600006;26.322363;288.948944;21.216108;49.152138;43.882874
2011-03-23;43.437321000000004;165.320007;26.682009000000004;291.371368;21.417370000000002;49.136013;43.57906
2011-03-24;44.177521;171.100006;26.878956;293.738739;21.643782;49.321545;44.380779
2011-03-25;45.018883;170.979996;26.947458;290.16015600000003;21.484459;49.111809;44.178234
2011-03-28;44.878029;169.350006;26.416560999999998;287.96795699999996;21.308352;48.934338000000004;44.043209000000004
2011-03-29;44.944611;174.619995;26.63063;291.156158;21.375436999999998;49.434486;44.102295
2011-03-30;44.646229;179.419998;27.015960999999997;291.211212;21.476065;49.991112;44.186671999999994
2011-03-31;44.630859;180.130005;26.570696;293.673676;21.291574;49.692631;43.925067999999996
2011-04-01;44.125027;180.130005;27.752371000000004;296.196198;21.367054;50.079838;43.992588
2011-04-04;43.693443;182.940002;27.735246999999998;294.134125;21.425751;50.225063;44.431412
2011-04-05;43.398903000000004;185.28999299999998;28.146266999999998;284.829834;21.618624;49.7491;44.507359
2011-04-06;43.290058;182.759995;28.146266999999998;287.37737999999996;21.928898;49.821697;44.709891999999996
2011-04-07;43.295177;184.91000400000001;27.666742;290.290283;21.970831;50.12019;44.72678
2011-04-08;42.908432;184.71000700000002;26.990274;289.369354;21.861816;49.934639000000004;44.338581
2011-04-11;42.362888;184.03999299999998;26.348059000000003;288.973969;21.786343;50.168583;44.574871
